ZF1A,MULTI-ONE HIGH,CW,"3,891,796",N2IC N5KO N6MJ NN1C W9KKN
N1RR,MULTI-ONE HIGH,CW,"3,772,706",K1JI K1SX N1RR NC1VR
K1RO,SA LP ALL,CW,"3,351,308",
K1RX,SA HP ALL,PH,"3,238,200",
AK1MD,SA HP ALL,PH,"3,194,814",
K1RO,SA HP ALL,PH,"3,178,060",
WT1A,SA HP ALL,PH,"2,900,013",
W1JQ,SO HP ALL,CW,"2,869,440",
KD1MC,MULTI-ONE HIGH,CW,"2,864,213",K1ESE N1CFO W1ETI
K1TZQ,SA HP ALL,CW,"2,719,175",
N1EN,SA LP ALL,CW,"2,688,360",
K1VUT,SO LP ALL,CW,"2,581,073",
VA2EBI,SA HP ALL,CW,"2,558,897",
W1WEF,SO HP ALL,CW,"2,546,364",
W1NT,SA HP ALL,PH,"2,541,604",
K1KI,MULTI-MULTI,PH,"2,524,263",K1KI KM1P
K1IR,SO HP ALL,CW,"2,482,785",
NB1N,SA HP ALL,CW,"2,426,214",
AK1MD,SA HP ALL,CW,"2,411,031",
WX1S,SA HP ALL,CW,"2,357,748",
J62K,MULTI-TWO,PH,"2,299,667",J68HZ J69DS NY3B W0CN W0ZB W1DED WA4PGM
VA2CZ,SA LP ALL,PH,"2,218,527",
NM2A,SA LP ALL,CW,"2,198,207",
N1IXF,SA HP ALL,PH,"2,171,130",
K1IR,SA HP ALL,PH,"2,105,250",
K1ZM,SO QRP ALL,PH,"2,084,118",
WX1S,SA HP ALL,PH,"2,076,685",
KE1IH,SA HP ALL,PH,"2,072,851",
K1KP,MULTI-MULTI,CW,"2,000,962",AJ1AJ K1KP K1MT
K1KP,MULTI-MULTI,PH,"1,983,222",K1DC K1KP K1MT
K1KA,SA HP ALL,PH,"1,892,814",
KX1X,SA HP ALL,PH,"1,885,584",
KW1X,SA LP ALL,CW,"1,851,040",
N1DC,SO LP ALL,CW,"1,762,050",
W1AO,SA HP ALL,CW,"1,758,170",
VA2CZ,SA LP ALL,CW,"1,738,800",
WB1DX,SA HP ALL,PH,"1,726,988",
N1IBM,SA HP ALL,PH,"1,668,015",
W1CSM,MULTI-ONE HIGH,CW,"1,662,192",N4ADC W1CSM
AE1P,SO HP ALL,PH,"1,628,263",
N1IX,SA LP ALL,CW,"1,472,098",
WA1T,SO HP ALL,PH,"1,404,789",
N2TX,MULTI-ONE HIGH,CW,"1,360,228",KD2RD N2TX W1QJ WB2TQE
W1TC,SA HP ALL,CW,"1,324,536",
KW1DX,SA HP ALL,PH,"1,297,740",
W1FM,MULTI-ONE LOW,CW,"1,285,438",N1SOH W1FM
W1UK,SA HP ALL,CW,"1,261,552",
N2NI,SA HP ALL,CW,"1,219,779",
K2RB,SA HP ALL,PH,"1,151,766",
N2ZA,SO HP ALL,CW,"1,116,258",
N1IBM,SA HP ALL,CW,"1,110,816",
KI1G,SA LP ALL,PH,"1,092,372",
N1PGA,SO HP 10M,PH,"1,092,014",
WJ1U,SA LP ALL,PH,"1,089,452",
KB1W,SA LP ALL,PH,"1,065,933",
W2A,MULTI-ONE HIGH,PH,"1,027,362",KD2RD KN4BBO
NF1O,SA HP ALL,CW,"1,019,480",
N2ZA,SO HP ALL,PH,"1,018,780",
K2RB,SA HP ALL,CW,"1,005,024",
W1NK,SA HP ALL,CW,"1,004,850",
N1NQD,SO LP ALL,PH,"1,001,889",
N1MM,SA HP 10M,PH,"1,000,610",
N1QY,SO LP ALL,CW,"999,370",
K1RV,SA HP ALL,CW,"996,331",
W1FJ,SO QRP ALL,CW,"987,088",
KB1W,SA HP ALL,CW,"958,608",
W1JQ,SO HP ALL,PH,"953,439",
N8RA,SA HP ALL,PH,"855,750",
KA1IS,SA HP 40M,CW,"855,525",
W1DAD,SA LP ALL,PH,"842,016",
NI1Q,SA LP ALL,CW,"807,165",
NF1O,SA HP ALL,PH,"799,176",
7Q2T,SA LP ALL,PH,"791,508",W1VE
W1HNZ,SA HP ALL,CW,"791,278",
W1RM,SA HP ALL,CW,"776,622",
KS2G,SA LP ALL,PH,"763,676",
W1SRG,MULTI-TWO,CW,"761,670",AG1C K1RDD
W1HNZ,SA HP ALL,PH,"749,952",
W1FM,MULTI-ONE LOW,PH,"681,858",N1SOH W1FM
AC1EV,SA HP ALL,PH,"679,385",
KX1X,SA HP ALL,CW,"675,500",
K1JB,SA HP 10M,PH,"669,683",
KA2KON,SA LP ALL,PH,"642,096",
K1VR,SA HP ALL,CW,"628,550",K1HT
WT1A,SA HP ALL,CW,"622,710",
N1DC,SO LP ALL,PH,"618,412",
K1ZE,SA HP ALL,CW,"596,073",
KA1IOR,SA HP ALL,CW,"592,156",
W1WEF,SO HP ALL,PH,"578,619",
W3SM,SA HP ALL,CW,"565,640",
KG1V,SA LP ALL,CW,"563,385",
WC2L,SA HP ALL,CW,"563,192",
W1FJ,SA HP ALL,PH,"543,999",
KC1QEM,SA LP ALL,PH,"541,152",
K1NY,SA LP ALL,CW,"514,185",
N2GC,SA HP ALL,PH,"503,731",
K1EO,SA HP ALL,CW,"501,513",
NE1F,SA HP ALL,PH,"490,332",
VA2UR,SA HP ALL,PH,"489,204",
K1TH,SA HP ALL,CW,"476,112",
WA1T,SA HP 40M,CW,"459,539",
K1VUT,SO LP ALL,PH,"452,610",
AE1T,SA HP ALL,CW,"450,720",
NJ1F,MULTI-ONE LOW,CW,"444,720",K1RQ NJ1F
WJ1U,SA LP ALL,CW,"438,244",
K1ESE,SA HP ALL,PH,"431,970",
WB2NVR,SO LP ALL,CW,"421,648",
K1KA,SA HP ALL,CW,"420,200",
N1ALO,SO LP ALL,PH,"409,032",
K1BZ,SA HP ALL,CW,"402,400",
NI1Q,SA LP ALL,PH,"376,623",
W1AST,SO HP ALL,PH,"359,700",
VA2UR,SA HP ALL,CW,"355,770",
W1QK,SO LP 15M,CW,"336,404",
K1DJ,SA HP ALL,CW,"331,380",
K8CN,SO QRP ALL,CW,"328,104",
KI1P,SA LP ALL,PH,"318,318",
YJ0VV,MULTI-TWO,PH,"307,839",K1NZ K2SAV N4VGE
WB2NVR,SO LP ALL,PH,"293,538",
KC1RWR,SA LP ALL,PH,"291,276",
WB2CPU,SO QRP ALL,CW,"286,080",
K1RM,SO HP 10M,CW,"283,182",
KV1J,SA HP ALL,PH,"280,800",
K1RV,SA HP ALL,PH,"277,457",
KG1E,SA HP 15M,CW,"277,046",
W2TT,SA LP ALL,CW,"276,752",
KC1SDD,SA HP ALL,PH,"276,012",
KG1V,SA LP ALL,PH,"267,674",
NU2Q,SA HP ALL,CW,"263,526",
NE1B,SA HP ALL,PH,"251,220",
KA1O,SA HP ALL,CW,"241,680",
K1BZ,SA HP ALL,PH,"237,070",
KC1SA,SO HP ALL,PH,"216,621",
K1JB,SA HP 15M,CW,"215,263",
KW1X,SA LP ALL,PH,"207,368",
VA2EBI,SA HP 15M,PH,"193,545",
N1SP,SO LP ALL,CW,"189,145",
N1MGO,SA HP ALL,CW,"186,582",
KS2G,SA LP ALL,CW,"164,979",
K1TH,SA HP ALL,PH,"155,944",
W1NR,SA HP ALL,PH,"149,902",
W1JGM,SA LP ALL,PH,"141,120",
K1TT,SA LP ALL,PH,"140,687",
K2LE,SA HP 10M,PH,"130,730",
W1UK,SA HP ALL,PH,"123,490",
KG1E,SA LP 15M,PH,"122,718",
KE1IH,SA HP ALL,CW,"116,280",
W1SRG,MULTI-TWO,PH,"115,056",AG1C K1RDD
KA2KON,SA LP ALL,CW,"110,424",
N2QV,SA HP ALL,CW,"110,349",
K1RM,SO HP 10M,PH,"101,840",
K1AX,SA LP ALL,CW,"101,115",
K1EBY,SA HP ALL,CW,"98,455",
NG1R,SA LP 10M,PH,"93,821",
W1EQ,SA HP ALL,PH,"93,247",
W1HIS,SO HP ALL,CW,"92,380",
W1OHM,SO HP ALL,PH,"91,650",
W1NT,SA HP ALL,CW,"88,032",
W1QK,SO LP 15M,PH,"85,212",
W1TO,SA HP ALL,CW,"84,392",
W2YK,SO LP 15M,CW,"81,021",
KV1J,SA HP 10M,CW,"79,235",
KK1L,SA LP ALL,CW,"72,900",
SM7IUN,SA HP ALL,CW,"71,040",
N1KM,SA HP ALL,CW,"70,950",
K1NY,SA LP 10M,PH,"66,768",
N1PGA,SA HP ALL,CW,"63,700",
K8CN,SO LP ALL,PH,"60,288",
VE3EID,SA HP ALL,CW,"59,592",
W1HI,SO HP 80M,CW,"56,515",
AA1QD,SA HP ALL,CW,"47,829",
K1SX,SO LP ALL,CW,"47,362",
W1MJ,SO LP ALL,CW,"46,592",
KA1ZD,SA HP 10M,PH,"44,308",
KC1SA,SA LP ALL,CW,"42,951",
W1RM,SA HP ALL,PH,"42,780",
KW1DX,SA HP ALL,CW,"38,760",
AJ1DM,SO LP ALL,CW,"34,749",
K1MT,SA LP ALL,PH,"34,440",
K1RQ,MULTI-ONE LOW,PH,"30,192",K1RQ NJ1F
VA2PHK,SA LP ALL,PH,"29,155",
WV1M,SA HP ALL,CW,"26,772",
W1VEM,SA HP 15M,CW,"26,341",
K1TZQ,SO HP 10M,PH,"24,895",
N1HTS,SO LP ALL,PH,"24,854",
W1AST,SO HP ALL,CW,"24,192",
KA2D,SA LP 10M,PH,"23,528",
W1HI,SO HP 80M,PH,"22,890",
W2TT,SA LP 20M,PH,"21,526",
W1NR,SA HP ALL,CW,"18,330",
W3SM,SA HP 10M,PH,"16,353",
W1OHM,SO HP ALL,CW,"11,600",
NF1A,SA HP ALL,CW,"10,584",
AF1R,SO LP 10M,PH,"9,888",
K1VU,SA LP ALL,PH,"8,640",N1EN
N1JFU,SO LP ALL,PH,"7,938",
N2KA,SA HP ALL,CW,"7,392",
WO1E,SA LP ALL,CW,"5,936",
W1AO,SO LP 20M,PH,"3,638",
N1KWF,SA HP ALL,CW,"3,360",
N1JI,SO QRP ALL,CW,"2,640",
WI1I,SO LP ALL,CW,"2,184",
W1MJ,SO LP ALL,PH,"2,170",
W1NG,SO HP 15M,CW,"1,537",
W1DYJ,SA LP ALL,CW,792,
K1LHO,SA LP ALL,CW,774,
N1EN,SA HP 10M,PH,6,
